Suburb,Rooms,Type,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price
Mentone,4,h,S,8/7/2017,20,3194,4,2,2,556,,,-37.97911,145.08045,South-Eastern Metropolitan,6162,1322000
Mentone,3,t,S,8/7/2017,20,3194,3,1,2,331,157.9352,1989,-37.97759,145.06482,South-Eastern Metropolitan,6162,940000
Mill Park,3,h,S,8/7/2017,17.9,3082,3,2,2,649,,,-37.67633,145.06922,Northern Metropolitan,10529,767500
Mill Park,3,h,S,8/7/2017,17.9,3082,3,2,2,531,,,-37.66462,145.05659,Northern Metropolitan,10529,705000
Mill Park,3,h,S,8/7/2017,17.9,3082,3,2,2,840,161,1970,-37.67391,145.0618,Northern Metropolitan,10529,705000
Mill Park,4,h,S,8/7/2017,17.9,3082,4,2,2,530,186,1990,-37.65217,145.04863,Northern Metropolitan,10529,790000
Mill Park,4,h,S,8/7/2017,17.9,3082,4,2,2,537,,,-37.65532,145.04131,Northern Metropolitan,10529,676000
Mill Park,5,h,S,8/7/2017,17.9,3082,5,3,2,656,130,1970,-37.6641,145.05123,Northern Metropolitan,10529,704500
Mill Park,4,h,S,8/7/2017,17.9,3082,4,2,1,531,175,1970,-37.65121,145.05404,Northern Metropolitan,10529,550000
Mill Park,5,h,S,8/7/2017,17.9,3082,5,3,1,531,122,1990,-37.65116,145.05439,Northern Metropolitan,10529,598000
Mill Park,3,h,S,8/7/2017,17.9,3082,3,1,1,622,128,1992,-37.66294,145.06301,Northern Metropolitan,10529,592000
Mill Park,3,h,S,8/7/2017,17.9,3082,3,1,1,546,136,1977,-37.65359,145.04276,Northern Metropolitan,10529,602000
Mitcham,3,h,S,8/7/2017,17.2,3132,3,1,1,493,,,-37.81498,145.18924,Eastern Metropolitan,6871,1095000
Mitcham,2,h,S,8/7/2017,17.2,3132,2,1,1,72,,2006,-37.81477,145.18867,Eastern Metropolitan,6871,480000
Montrose,4,h,S,8/7/2017,28.8,3765,4,2,2,846,160,1980,-37.81018,145.35396,Eastern Victoria,2493,735000
Moonee Ponds,1,h,S,8/7/2017,6.2,3039,1,1,1,552,190,,-37.76075,144.91927,Western Metropolitan,6232,1425500
Moonee Ponds,3,h,S,8/7/2017,6.2,3039,3,1,2,459,,,-37.7693,144.93415,Western Metropolitan,6232,1320000
Moonee Ponds,4,h,S,8/7/2017,6.2,3039,4,1,3,478,152,1925,-37.76421,144.90571,Western Metropolitan,6232,1270000
Mooroolbark,3,h,PI,8/7/2017,26.5,3138,3,2,2,1103,126.8,1976,-37.78695,145.32513,Eastern Victoria,8280,650000
Mordialloc,4,h,PI,8/7/2017,21.5,3195,4,2,2,530,313,2007,-38.00429,145.10286,South-Eastern Metropolitan,3650,1400000
Mordialloc,3,t,S,8/7/2017,21.5,3195,3,2,2,304,233,2007,-38.00644,145.08478,South-Eastern Metropolitan,3650,1627000
Mount Waverley,3,h,SP,8/7/2017,14.2,3149,3,2,3,650,,,-37.89469,145.12363,Eastern Metropolitan,13366,1150000
Mount Waverley,3,t,S,8/7/2017,14.2,3149,3,2,2,366,,,-37.87904,145.12911,Eastern Metropolitan,13366,1375000
Mount Waverley,3,h,VB,8/7/2017,14.2,3149,3,1,2,288,,,-37.88598,145.1229,Eastern Metropolitan,13366,850000
Mount Waverley,3,h,PI,8/7/2017,14.2,3149,3,1,1,717,153,1960,-37.87754,145.12076,Eastern Metropolitan,13366,1850000
Mulgrave,5,h,SP,8/7/2017,18.8,3170,5,2,2,873,,,-37.93706,145.21124,South-Eastern Metropolitan,7113,1016000
Mulgrave,4,h,S,8/7/2017,18.8,3170,4,2,1,790,,,-37.91375,145.16438,South-Eastern Metropolitan,7113,992000
Murrumbeena,4,h,S,8/7/2017,10.1,3163,4,2,1,632,265,1915,-37.89465,145.06984,Southern Metropolitan,4442,1820000
Murrumbeena,3,h,S,8/7/2017,10.1,3163,3,2,1,669,,,-37.90583,145.07283,Southern Metropolitan,4442,1620000
Newport,3,h,S,8/7/2017,6.2,3015,3,1,2,366,,,-37.84346,144.88947,Western Metropolitan,5498,1000000
Noble Park,3,h,SP,8/7/2017,22.7,3174,3,1,1,637,,,-37.97593,145.18931,South-Eastern Metropolitan,11806,650000
North Melbourne,2,u,S,8/7/2017,1.8,3051,2,2,1,0,95,2008,-37.80202,144.95104,Northern Metropolitan,6821,785000
North Melbourne,2,u,VB,8/7/2017,1.8,3051,2,1,1,0,,,-37.80272,144.95174,Northern Metropolitan,6821,620000
Nunawading,3,h,VB,8/7/2017,15.4,3131,3,1,1,728,,,-37.82759,145.16751,Eastern Metropolitan,4973,1040000
Nunawading,2,u,S,8/7/2017,15.4,3131,2,1,1,149,84,1970,-37.8231,145.17911,Eastern Metropolitan,4973,676000
Nunawading,3,h,S,8/7/2017,15.4,3131,3,1,2,598,143,1960,-37.80827,145.17885,Eastern Metropolitan,4973,1002000
Nunawading,4,t,S,8/7/2017,15.4,3131,4,3,2,289,170,2011,-37.82895,145.17678,Eastern Metropolitan,4973,1175000
Oakleigh,3,h,S,8/7/2017,12.3,3166,3,2,2,655,,1960,-37.89542,145.10055,Southern Metropolitan,3224,1365000
Oakleigh East,3,h,S,8/7/2017,12.3,3166,3,2,2,295,144,2006,-37.90088,145.11692,Southern Metropolitan,2547,875000
Oakleigh South,3,h,S,8/7/2017,15.5,3167,3,2,2,504,,,-37.94043,145.09314,South-Eastern Metropolitan,3692,880000
Oakleigh South,3,h,S,8/7/2017,15.5,3167,3,1,2,509,,,-37.9237,145.09211,South-Eastern Metropolitan,3692,1150000
Oakleigh South,4,u,S,8/7/2017,15.5,3167,4,2,2,0,147,2000,-37.91121,145.09598,South-Eastern Metropolitan,3692,774000
Oakleigh South,3,h,S,8/7/2017,15.5,3167,3,1,2,732,,,-37.92109,145.10515,South-Eastern Metropolitan,3692,1122000
Ormond,1,u,S,8/7/2017,11.4,3204,1,1,1,0,32,1960,-37.89976,145.04215,Southern Metropolitan,3578,327000
Ormond,4,h,S,8/7/2017,11.4,3204,4,2,2,700,210,1920,-37.9075,145.05329,Southern Metropolitan,3578,1900000
Parkdale,4,h,S,8/7/2017,21.5,3195,4,2,3,220,213,2010,-38.00205,145.07853,South-Eastern Metropolitan,5087,2185000
Parkville,2,t,PI,8/7/2017,1.8,3052,2,1,1,145,,,-37.7882,144.94205,Northern Metropolitan,2309,800000
Pascoe Vale,3,h,S,8/7/2017,8.5,3044,3,2,1,330,226,2012,-37.72623,144.94521,Northern Metropolitan,7485,1210000
Port Melbourne,2,u,VB,8/7/2017,3.5,3207,2,2,1,2166,,,-37.84146,144.94121,Southern Metropolitan,8648,635000
Prahran,2,u,S,8/7/2017,4.6,3181,2,2,1,0,,2003,-37.84696,144.99364,Southern Metropolitan,7717,1003000
Preston,2,h,SP,8/7/2017,8.4,3072,2,1,1,155,,,-37.75024,145.00413,Northern Metropolitan,14577,820000
Preston,3,h,SP,8/7/2017,8.4,3072,3,0,0,502,,,-37.74936,144.98949,Northern Metropolitan,14577,1150000
Reservoir,3,h,S,8/7/2017,12,3073,3,1,2,676,,1940,-37.72167,145.01706,Northern Metropolitan,21650,925000
Reservoir,3,h,SP,8/7/2017,12,3073,3,1,1,308,,,-37.72828,145.03033,Northern Metropolitan,21650,526250
Reservoir,1,h,SP,8/7/2017,12,3073,1,1,1,168,63,1950,-37.69828,145.02184,Northern Metropolitan,21650,351000
Reservoir,3,h,S,8/7/2017,12,3073,3,1,1,606,,,-37.72057,145.02615,Northern Metropolitan,21650,760000
Reservoir,3,h,S,8/7/2017,12,3073,3,1,2,514,,1960,-37.70331,144.9838,Northern Metropolitan,21650,690000
Richmond,2,u,S,8/7/2017,2.4,3121,2,1,2,2427,,,-37.82276,144.99866,Northern Metropolitan,14949,715000
Richmond,2,u,SP,8/7/2017,2.4,3121,2,1,1,0,,1970,-37.81977,144.99597,Northern Metropolitan,14949,630000
Richmond,2,h,VB,8/7/2017,2.4,3121,2,2,1,189,,,-37.81684,145.00606,Northern Metropolitan,14949,1200000
Ringwood,4,h,S,8/7/2017,19.9,3134,4,2,2,1016,310,2002,-37.78372,145.25311,Eastern Metropolitan,7785,1725000
Ringwood,2,h,S,8/7/2017,19.9,3134,2,1,2,123,95,2005,-37.82223,145.22504,Eastern Metropolitan,7785,633000
Ringwood East,4,h,S,8/7/2017,21.3,3135,4,1,2,894,115,1950,-37.8159,145.24688,Eastern Metropolitan,4407,1090000
Rowville,4,h,S,8/7/2017,23.5,3178,4,2,2,675,190,1980,-37.91692,145.25896,South-Eastern Metropolitan,11667,936000
Rowville,3,h,S,8/7/2017,23.5,3178,3,2,2,537,220,2001,-37.92778,145.24796,South-Eastern Metropolitan,11667,860000
Sandringham,4,h,PI,8/7/2017,15.2,3191,4,3,2,709,327,2017,-37.95095,145.02096,Southern Metropolitan,4497,850000
Scoresby,3,h,S,8/7/2017,22.2,3179,3,2,2,1088,,,-37.89385,145.23848,Eastern Metropolitan,2206,1000000
Seabrook,3,h,S,8/7/2017,15.5,3028,3,2,2,531,,1990,-37.87899,144.75625,Western Metropolitan,1793,640000
Seaford,4,h,VB,8/7/2017,35.4,3198,4,2,0,1151,207,1969,-38.11336,145.15035,South-Eastern Metropolitan,8077,800000
South Melbourne,3,h,S,8/7/2017,1.9,3205,3,2,2,81,137,1998,-37.83631,144.95536,Southern Metropolitan,5943,1720000
South Morang,3,h,S,8/7/2017,20.5,3752,3,2,2,545,196,2005,-37.64426,145.1,Northern Metropolitan,7969,690000
South Morang,4,h,S,8/7/2017,20.5,3752,4,2,2,613,332,2004,-37.62648,145.07141,Northern Metropolitan,7969,875000
South Morang,3,t,S,8/7/2017,20.5,3752,3,2,2,155,101,2011,-37.63478,145.08486,Northern Metropolitan,7969,420000
South Morang,4,h,S,8/7/2017,20.5,3752,4,2,2,609,195,2005,-37.63454,145.06894,Northern Metropolitan,7969,677500
South Yarra,2,u,PI,8/7/2017,2.7,3141,2,1,1,876,62,1972,-37.83766,144.98799,Southern Metropolitan,14887,600000
South Yarra,2,u,S,8/7/2017,2.7,3141,2,1,1,17200,79,2003,-37.83613,144.99661,Southern Metropolitan,14887,762500
South Yarra,4,h,S,8/7/2017,2.7,3141,4,2,1,176,216,1880,-37.83986,144.98598,Southern Metropolitan,14887,1855500
Spotswood,2,h,S,8/7/2017,6.2,3015,2,1,1,174,100.6,1900,-37.83162,144.88742,Western Metropolitan,1223,802000
Springvale,3,h,S,8/7/2017,20.8,3171,3,1,2,572,,,-37.95612,145.1494,South-Eastern Metropolitan,7412,1016000
St Albans,3,h,VB,8/7/2017,14,3021,3,2,6,532,,,-37.75424,144.80816,Western Metropolitan,14042,600000
St Albans,4,h,S,8/7/2017,14,3021,4,1,3,559,158,1970,-37.73593,144.8101,Western Metropolitan,14042,631000
St Albans,3,h,S,8/7/2017,14,3021,3,1,2,743,,,-37.73615,144.81445,Western Metropolitan,14042,711100
St Albans,3,h,S,8/7/2017,14,3021,3,1,0,674,94,1960,-37.73704,144.79108,Western Metropolitan,14042,582000
St Albans,3,h,S,8/7/2017,14,3021,3,1,6,609,,,-37.73106,144.80665,Western Metropolitan,14042,730000
St Kilda,1,u,SP,8/7/2017,5,3182,1,1,1,0,55,2000,-37.87094,144.9807,Southern Metropolitan,13240,468000
St Kilda,1,u,VB,8/7/2017,5,3182,1,1,1,548,44.4,2009,-37.87312,144.97986,Southern Metropolitan,13240,470000
Strathmore,4,h,VB,8/7/2017,8.2,3041,4,2,2,0,,2005,-37.73831,144.91114,Western Metropolitan,3284,1140000
Strathmore,3,u,VB,8/7/2017,8.2,3041,3,2,2,288,94,1970,-37.73415,144.91852,Western Metropolitan,3284,750000
Sunbury,3,h,S,8/7/2017,31.7,3429,3,1,1,582,,,-37.58025,144.71759,Western Metropolitan,14092,487000
Sunbury,4,h,PI,8/7/2017,31.7,3429,4,2,2,587,164,1986,-37.58231,144.69962,Western Metropolitan,14092,410000
Sunbury,4,h,S,8/7/2017,31.7,3429,4,2,2,581,139,1960,-37.57355,144.70854,Western Metropolitan,14092,512500
Sunshine,3,h,S,8/7/2017,10.5,3020,3,1,2,508,111,1950,-37.7807,144.83648,Western Metropolitan,3755,830500
Sunshine North,2,u,S,8/7/2017,10.5,3020,2,1,1,150,,,-37.76941,144.82385,Western Metropolitan,4217,429000
Sunshine West,3,h,S,8/7/2017,10.5,3020,3,1,2,613,105,1974,-37.80046,144.82676,Western Metropolitan,6763,551000
Sunshine West,3,h,S,8/7/2017,10.5,3020,3,1,2,283,104,1970,-37.79703,144.81228,Western Metropolitan,6763,450000
Surrey Hills,2,t,S,8/7/2017,10.2,3127,2,1,2,140,,,-37.82413,145.10424,Southern Metropolitan,5457,781000
Tarneit,4,h,S,8/7/2017,18.4,3029,4,2,2,462,,2012,-37.85162,144.66522,Western Metropolitan,10160,586000
Tarneit,4,h,S,8/7/2017,18.4,3029,4,2,2,448,,2008,-37.84688,144.68182,Western Metropolitan,10160,496000
Templestowe,3,h,S,8/7/2017,15.5,3106,3,2,2,926,,,-37.75091,145.16761,Eastern Metropolitan,6202,1280000
Templestowe,4,h,S,8/7/2017,15.5,3106,4,3,2,896,215,1985,-37.76797,145.13799,Eastern Metropolitan,6202,1635000
Templestowe,3,t,VB,8/7/2017,15.5,3106,3,2,2,217,,,-37.75458,145.12285,Eastern Metropolitan,6202,795000
Templestowe Lower,3,h,S,8/7/2017,12.4,3107,3,2,2,706,184,1970,-37.77185,145.12509,Eastern Metropolitan,5420,1138000
The Basin,3,h,S,8/7/2017,27,3154,3,1,1,518,102,1960,-37.85971,145.31036,Eastern Metropolitan,1690,477000
Thomastown,3,h,S,8/7/2017,15.3,3074,3,1,2,533,114,1975,-37.68579,144.98878,Northern Metropolitan,7955,605000
Thomastown,3,h,S,8/7/2017,15.3,3074,3,1,2,544,131,1970,-37.68336,145.0029,Northern Metropolitan,7955,610000
Thomastown,3,h,S,8/7/2017,15.3,3074,3,1,2,538,140,1975,-37.67751,144.98663,Northern Metropolitan,7955,580000
Thornbury,1,u,S,8/7/2017,7,3071,1,1,1,0,39,1970,-37.75443,145.00919,Northern Metropolitan,8870,415000
Thornbury,2,h,S,8/7/2017,7,3071,2,1,0,225,100,1960,-37.75642,144.98755,Northern Metropolitan,8870,905000
Toorak,2,u,S,8/7/2017,4.1,3142,2,1,1,0,,,-37.83532,145.0216,Southern Metropolitan,7217,725000
Toorak,1,u,S,8/7/2017,4.1,3142,1,1,1,0,,1970,-37.84263,145.00448,Southern Metropolitan,7217,577000
Truganina,3,h,S,8/7/2017,18.4,3029,3,2,2,347,134,2010,-37.83963,144.71487,Western Metropolitan,5811,451000
Truganina,3,u,S,8/7/2017,18.4,3029,3,2,1,315,,,-37.84253,144.7227,Western Metropolitan,5811,453350
Tullamarine,4,h,S,8/7/2017,12.9,3043,4,2,2,700,267,1999,-37.70598,144.87616,Western Metropolitan,3296,895000
Tullamarine,4,h,SP,8/7/2017,12.9,3043,4,1,3,0,158,1975,-37.70695,144.88514,Western Metropolitan,3296,586000
Wantirna South,3,u,S,8/7/2017,14.7,3152,3,1,1,190,,2000,-37.87638,145.2313,Eastern Metropolitan,7082,570000
Wantirna South,3,h,S,8/7/2017,14.7,3152,3,2,2,306,,2012,-37.85605,145.24496,Eastern Metropolitan,7082,778000
Wantirna South,4,h,S,8/7/2017,14.7,3152,4,2,2,652,203,1997,-37.87325,145.23244,Eastern Metropolitan,7082,1055000
Watsonia North,3,h,S,8/7/2017,14.5,3087,3,1,2,527,,,-37.70039,145.08957,Northern Metropolitan,1442,790000
Werribee,4,h,S,8/7/2017,14.7,3030,4,2,2,639,,2000,-37.8723,144.661,Western Metropolitan,16166,514000
Werribee,3,h,S,8/7/2017,14.7,3030,3,2,2,847,143,1980,-37.88421,144.67869,Western Metropolitan,16166,529000
Werribee,3,h,S,8/7/2017,14.7,3030,3,1,0,531,100,1960,-37.88996,144.65526,Western Metropolitan,16166,484000
West Melbourne,2,u,S,8/7/2017,3.1,3003,2,1,1,17,90,1996,-37.8118,144.95259,Northern Metropolitan,2230,670000
West Melbourne,2,u,S,8/7/2017,3.1,3003,2,1,1,75,66,2007,-37.80473,144.9435,Northern Metropolitan,2230,510000
Westmeadows,3,h,VB,8/7/2017,16.5,3049,3,1,2,542,107,1970,-37.66948,144.90385,Northern Metropolitan,2474,410000
Westmeadows,4,h,S,8/7/2017,16.5,3049,4,2,4,744,,,-37.6815,144.87892,Northern Metropolitan,2474,675000
Williamstown,3,h,PI,8/7/2017,6.8,3016,3,2,0,159,,,-37.85843,144.89976,Western Metropolitan,6380,1200000
Williamstown,2,u,SP,8/7/2017,6.8,3016,2,1,1,0,,,-37.86155,144.89081,Western Metropolitan,6380,650000
Windsor,1,u,S,8/7/2017,4.6,3181,1,1,1,0,51,1960,-37.85687,144.99748,Southern Metropolitan,4380,410000
Wyndham Vale,4,h,S,8/7/2017,27.2,3024,4,2,2,400,151.54,2008,-37.87047,144.59864,Western Metropolitan,5262,478000
Yallambie,4,h,S,8/7/2017,12.7,3085,4,2,4,600,,,-37.72788,145.10456,Northern Metropolitan,1369,743500
Yarraville,3,h,SP,8/7/2017,6.3,3013,3,1,1,284,124,1900,-37.81335,144.89471,Western Metropolitan,6543,1285000
Yarraville,2,u,S,8/7/2017,6.3,3013,2,1,1,100,,,-37.82356,144.88191,Western Metropolitan,6543,440000
Abbotsford,3,h,S,12/8/2017,3,3067,3,1,0,142,130,1880,-37.80359,144.99538,Northern Metropolitan,4019,1635000
Abbotsford,2,h,S,12/8/2017,3,3067,2,1,0,424,,,-37.80911,144.99339,Northern Metropolitan,4019,940000
Abbotsford,3,h,S,12/8/2017,3,3067,3,1,0,299,,,-37.80125,144.99926,Northern Metropolitan,4019,1375000
Abbotsford,4,t,S,12/8/2017,3,3067,4,2,2,102,,,-37.80116,145.00066,Northern Metropolitan,4019,1525000
Aberfeldie,4,h,VB,12/8/2017,7.5,3040,4,2,2,766,,,-37.75595,144.90551,Western Metropolitan,1543,1380000
Airport West,3,u,VB,12/8/2017,10.4,3042,3,2,1,239,,,-37.73351,144.88749,Western Metropolitan,3464,700000
Airport West,4,t,S,12/8/2017,10.4,3042,4,2,1,255,,,-37.72572,144.86848,Western Metropolitan,3464,950000
Albanvale,2,u,SP,12/8/2017,14,3021,2,1,1,218,,,-37.74839,144.7735,Western Metropolitan,1899,415000
Alphington,3,h,VB,12/8/2017,5.7,3078,3,2,1,300,,,-37.77586,145.03092,Northern Metropolitan,2211,1625000
Altona,3,h,S,12/8/2017,11,3018,3,1,1,697,132,1970,-37.87256,144.8078,Western Metropolitan,5301,1225000
Altona,3,u,S,12/8/2017,11,3018,3,1,2,211,,,-37.86473,144.81507,Western Metropolitan,5301,660000
Altona,3,u,SP,12/8/2017,11,3018,3,2,1,305,132,2005,-37.871,144.81153,Western Metropolitan,5301,767000
Altona Meadows,4,h,SP,12/8/2017,15.5,3028,4,2,2,749,180.9,1989,-37.88413,144.79033,Western Metropolitan,7630,810000
Armadale,2,h,SP,12/8/2017,6.3,3143,2,1,2,369,,1925,-37.85459,145.02147,Southern Metropolitan,4836,1480000
Armadale,2,u,S,12/8/2017,6.3,3143,2,2,1,3093,75,2006,-37.86165,145.02148,Southern Metropolitan,4836,821000
Ascot Vale,3,h,VB,12/8/2017,4.3,3032,3,1,1,327,,,-37.77659,144.9338,Western Metropolitan,6567,1250000
Ashburton,4,t,S,12/8/2017,10.2,3147,4,3,2,267,190,2012,-37.87036,145.08471,Southern Metropolitan,3052,1520000
Ashburton,3,h,S,12/8/2017,10.2,3147,3,2,3,634,230,1940,-37.86516,145.07958,Southern Metropolitan,3052,2299500
Aspendale Gardens,3,h,S,12/8/2017,21.5,3195,3,2,2,553,,,-38.02608,145.12784,South-Eastern Metropolitan,2243,951000
Balaclava,2,u,SP,12/8/2017,6.4,3183,2,0,0,0,,,-37.87149,144.99746,Southern Metropolitan,2952,700000
Balwyn,2,u,S,12/8/2017,7.9,3103,2,1,1,0,,,-37.81303,145.07468,Southern Metropolitan,5682,614000
Balwyn,4,h,S,12/8/2017,7.9,3103,4,3,2,848,214,1926,-37.81462,145.08776,Southern Metropolitan,5682,2360000
Balwyn,3,h,SP,12/8/2017,7.9,3103,3,3,1,790,,,-37.81363,145.09942,Southern Metropolitan,5682,1750000
Balwyn North,4,h,VB,12/8/2017,9.7,3104,4,2,2,433,185,1955,-37.78368,145.09545,Southern Metropolitan,7809,1460000
Balwyn North,3,h,S,12/8/2017,9.7,3104,3,2,2,424,,,-37.78617,145.09202,Southern Metropolitan,7809,1360000
Balwyn North,3,h,S,12/8/2017,9.7,3104,3,1,2,638,,,-37.79843,145.06728,Southern Metropolitan,7809,1739000
Bayswater,3,h,S,12/8/2017,23.2,3153,3,2,2,255,,,-37.84633,145.26267,Eastern Metropolitan,5030,720000
Beaumaris,5,h,S,12/8/2017,17.3,3193,5,3,2,613,,,-37.97732,145.04388,Southern Metropolitan,5366,1780000
Beaumaris,4,h,S,12/8/2017,17.3,3193,4,2,2,650,,,-37.98354,145.04261,Southern Metropolitan,5366,1611000
Bellfield,3,h,S,12/8/2017,8.8,3081,3,1,0,758,,,-37.75315,145.04062,Eastern Metropolitan,790,1006000
Bentleigh,4,h,S,12/8/2017,11.4,3204,4,2,2,673,,2014,-37.92837,145.03821,Southern Metropolitan,6795,1700000
Bentleigh,4,t,S,12/8/2017,11.4,3204,4,3,2,306,200,2014,-37.92893,145.04581,Southern Metropolitan,6795,1280000
Bentleigh,4,t,S,12/8/2017,11.4,3204,4,3,2,429,262,2013,-37.91582,145.048,Southern Metropolitan,6795,1750000
Bentleigh East,3,h,SP,12/8/2017,13.8,3165,3,1,2,700,,,-37.92689,145.05879,Southern Metropolitan,10969,1175000
Bentleigh East,3,h,S,12/8/2017,13.8,3165,3,1,2,537,,,-37.92445,145.06824,Southern Metropolitan,10969,1290000
Berwick,4,h,S,12/8/2017,35.2,3806,4,2,2,670,185,,-38.01901,145.33479,Eastern Victoria,17093,683000
Black Rock,4,h,S,12/8/2017,17.3,3193,4,2,2,675,,,-37.96678,145.02223,Southern Metropolitan,2866,1730000
Blackburn,3,h,S,12/8/2017,13.4,3130,3,1,2,492,124,1957,-37.81169,145.15735,Eastern Metropolitan,5713,1100000
Blackburn North,4,h,PI,12/8/2017,13.4,3130,4,2,2,580,161,1965,-37.8051,145.14351,Eastern Metropolitan,2867,1250000
Blackburn South,3,h,SA,12/8/2017,13.4,3130,3,1,2,702,,,-37.83504,145.15941,Eastern Metropolitan,4387,1246000
Boronia,4,t,PI,12/8/2017,25,3155,4,2,2,261,,,-37.85784,145.26022,Eastern Metropolitan,9704,740000
Box Hill,3,h,PI,12/8/2017,10.9,3128,3,1,1,904,,,-37.82694,145.12465,Eastern Metropolitan,4605,1525000
Box Hill,2,t,PI,12/8/2017,10.9,3128,2,2,1,126,,2012,-37.819,145.13537,Eastern Metropolitan,4605,730000
Briar Hill,3,h,S,12/8/2017,16.1,3088,3,1,2,905,183,1962,-37.7063,145.12215,Eastern Metropolitan,1390,830000
Brighton,5,h,VB,12/8/2017,10.5,3186,5,3,2,818,826.8367,,-37.92335,144.99982,Southern Metropolitan,10579,3000000
Brighton,3,h,VB,12/8/2017,10.5,3186,3,2,1,35,,,-37.9214,145.00454,Southern Metropolitan,10579,1900000
Brighton,3,u,S,12/8/2017,10.5,3186,3,1,2,0,,,-37.91733,144.99747,Southern Metropolitan,10579,1296000
Brighton,4,h,PI,12/8/2017,10.5,3186,4,4,4,508,465,2011,-37.90904,144.99868,Southern Metropolitan,10579,4050000
Brighton,4,h,SP,12/8/2017,10.5,3186,4,2,1,396,175,1908,-37.88779,144.99933,Southern Metropolitan,10579,2210000
Brighton East,4,h,PI,12/8/2017,10.3,3187,4,2,4,651,,,-37.90296,145.02261,Southern Metropolitan,6938,1655000
Brighton East,4,h,S,12/8/2017,10.3,3187,4,2,2,619,,,-37.90344,145.01856,Southern Metropolitan,6938,2000000
Brighton East,3,h,S,12/8/2017,10.3,3187,3,1,2,696,,,-37.91892,145.00923,Southern Metropolitan,6938,2150000
Brighton East,3,h,SP,12/8/2017,10.3,3187,3,1,2,605,181,1920,-37.93063,145.01314,Southern Metropolitan,6938,1680000
Brighton East,2,u,S,12/8/2017,10.3,3187,2,1,2,275,106,1970,-37.91106,145.02394,Southern Metropolitan,6938,890000
Broadmeadows,3,h,S,12/8/2017,14,3047,3,1,1,695,,,-37.68489,144.93169,Northern Metropolitan,4294,616000
Broadmeadows,3,h,S,12/8/2017,14,3047,3,1,4,697,100,1960,-37.68557,144.93156,Northern Metropolitan,4294,632000
Brunswick,3,h,S,12/8/2017,5.2,3056,3,1,1,302,91,1910,-37.76085,144.95834,Northern Metropolitan,11918,1310000
Brunswick East,3,h,S,12/8/2017,4,3057,3,1,3,471,,,-37.77213,144.9829,Northern Metropolitan,5533,1615000
Brunswick West,4,h,VB,12/8/2017,5.2,3055,4,2,3,444,256,1997,-37.7628,144.94011,Northern Metropolitan,7082,1500000
Bulleen,4,h,S,12/8/2017,10.8,3105,4,3,4,646,320,1998,-37.77387,145.0889,Eastern Metropolitan,4480,1751000
Bulleen,3,h,S,12/8/2017,10.8,3105,3,1,3,557,,,-37.76762,145.09773,Eastern Metropolitan,4480,1200000
Bulleen,4,h,S,12/8/2017,10.8,3105,4,2,2,773,,,-37.76207,145.09336,Eastern Metropolitan,4480,1580000
Bullengarook,3,h,S,12/8/2017,45.9,3437,3,1,0,4000,,,-37.50087,144.48571,Northern Victoria,249,535000
Bundoora,4,t,S,12/8/2017,12.1,3083,4,2,1,287,152,1990,-37.69382,145.04831,Northern Metropolitan,10175,685000
Bundoora,3,h,S,12/8/2017,12.1,3083,3,1,2,557,,,-37.68811,145.05507,Northern Metropolitan,10175,685000
Bundoora,4,h,S,12/8/2017,12.1,3083,4,1,2,542,130,1980,-37.68238,145.06432,Northern Metropolitan,10175,725000
Bundoora,2,t,S,12/8/2017,12.1,3083,2,1,2,90,90,1995,-37.70912,145.05181,Northern Metropolitan,10175,505000
Bundoora,4,h,S,12/8/2017,12.1,3083,4,2,2,637,,,-37.68646,145.08183,Northern Metropolitan,10175,1300000
Bundoora,4,h,S,12/8/2017,12.1,3083,4,2,2,760,366,2000,-37.67935,145.05728,Northern Metropolitan,10175,1253000
Burwood,3,h,S,12/8/2017,10.4,3125,3,1,3,590,,,-37.85553,145.12305,Southern Metropolitan,5678,1170000
Burwood,4,h,SA,12/8/2017,10.4,3125,4,2,1,627,196,1950,-37.85374,145.12459,Southern Metropolitan,5678,1390000
Burwood,4,h,S,12/8/2017,10.4,3125,4,2,2,797,,,-37.84883,145.12998,Southern Metropolitan,5678,1471000
Burwood East,2,u,SP,12/8/2017,14.7,3151,2,1,2,239,,,-37.85148,145.15345,Eastern Metropolitan,4048,746000
Cairnlea,3,h,PI,12/8/2017,14.8,3023,3,2,1,295,,,-37.75314,144.77878,Western Metropolitan,2674,560000
Camberwell,3,h,SP,12/8/2017,7.7,3124,3,2,2,456,,,-37.84349,145.07367,Southern Metropolitan,8920,1650000
Camberwell,2,u,S,12/8/2017,7.7,3124,2,2,1,245,,,-37.84603,145.06954,Southern Metropolitan,8920,881000
Camberwell,5,h,S,12/8/2017,7.7,3124,5,4,2,788,,,-37.82831,145.06581,Southern Metropolitan,8920,3190000
Canterbury,4,h,S,12/8/2017,8.4,3126,4,2,4,544,,,-37.82794,145.08435,Southern Metropolitan,3265,2100000
Canterbury,4,h,SA,12/8/2017,8.4,3126,4,2,2,650,275,2006,-37.83057,145.08482,Southern Metropolitan,3265,2725000
Canterbury,4,h,VB,12/8/2017,8.4,3126,4,2,3,855,,,-37.82024,145.06172,Southern Metropolitan,3265,3250000
